id,street_id,ward_id,district_id,city_id,country_id,full_address,tsv
40,,27619.0,785.0,79.0,1,xã bình hưng huyện bình chánh thành phố hồ chí minh,"'binh':2A,5A 'chanh':6A 'chi':10A 'ho':9A 'hung':3A 'huyen':4A 'minh':11A 'pho':8A 'thanh':7A 'xa':1A"
41,,,785.0,79.0,1,huyện bình chánh thành phố hồ chí minh,'binh':2A 'chanh':3A 'chi':7A 'ho':6A 'huyen':1A 'minh':8A 'pho':5A 'thanh':4A
42,,,770.0,79.0,1,bà huyện thanh quan quận 3 thành phố hồ chí minh,"'3':6A 'ba':1A 'chi':10A 'ho':9A 'huyen':2A 'minh':11A 'pho':8A 'quan':4A,5A 'thanh':3A,7A"
43,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
44,,,,,1,,
45,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
46,,,725.0,74.0,1,thành phố thuận an tỉnh bình dương,'an':4A 'binh':6A 'duong':7A 'pho':2A 'thanh':1A 'thuan':3A 'tinh':5A
47,,26884.0,764.0,79.0,1,phường 10 quận gò vấp thành phố hồ chí minh,'10':2A 'chi':9A 'go':4A 'ho':8A 'minh':10A 'pho':7A 'phuong':1A 'quan':3A 'thanh':6A 'vap':5A
48,,22.0,1.0,1.0,1,phường đội cấn quận ba đình thành phố hà nội,'ba':5A 'can':3A 'dinh':6A 'doi':2A 'ha':9A 'noi':10A 'pho':8A 'phuong':1A 'quan':4A 'thanh':7A
49,,,,,1,,
50,,,,,1,,
51,,,,,1,,
52,,27493.0,778.0,79.0,1,phường phú mỹ quận 7 thành phố hồ chí minh,'7':5A 'chi':9A 'ho':8A 'minh':10A 'my':3A 'pho':7A 'phu':2A 'phuong':1A 'quan':4A 'thanh':6A
53,,27019.0,767.0,79.0,1,gò dầu phường tân quý quận tân phú thành phố hồ chí minh,"'chi':12A 'dau':2A 'go':1A 'ho':11A 'minh':13A 'pho':10A 'phu':8A 'phuong':3A 'quan':6A 'quy':5A 'tan':4A,7A 'thanh':9A"
54,,,,,1,,
55,,,731.0,75.0,1,thành phố biên hòa tỉnh đồng nai,'bien':3A 'dong':6A 'hoa':4A 'nai':7A 'pho':2A 'thanh':1A 'tinh':5A
56,,27172.0,771.0,79.0,1,thành thái phường 12 quận 10 thành phố hồ chí minh,"'10':6A '12':4A 'chi':10A 'ho':9A 'minh':11A 'pho':8A 'phuong':3A 'quan':5A 'thai':2A 'thanh':1A,7A"
57,,,,,1,,
58,,,,,1,,
59,,,760.0,79.0,1,quận 1 thành phố hồ chí minh,'1':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
60,,26956.0,765.0,79.0,1,phú mỹ phường 22 quận bình thạnh thành phố hồ chí minh,"'22':4A 'binh':6A 'chi':11A 'ho':10A 'minh':12A 'my':2A 'pho':9A 'phu':1A 'phuong':3A 'quan':5A 'thanh':7A,8A"
61,,,,,1,,
62,,,,,1,,
63,,,773.0,79.0,1,bến vân đồn quận 4 thành phố hồ chí minh,'4':5A 'ben':1A 'chi':9A 'don':3A 'ho':8A 'minh':10A 'pho':7A 'quan':4A 'thanh':6A 'van':2A
64,,,,,1,,
65,,26914.0,765.0,79.0,1,nguyễn xí phường 26 quận bình thạnh thành phố hồ chí minh,"'26':4A 'binh':6A 'chi':11A 'ho':10A 'minh':12A 'nguyen':1A 'pho':9A 'phuong':3A 'quan':5A 'thanh':7A,8A 'xi':2A"
66,,,731.0,75.0,1,thành phố biên hòa tỉnh đồng nai,'bien':3A 'dong':6A 'hoa':4A 'nai':7A 'pho':2A 'thanh':1A 'tinh':5A
67,,,765.0,79.0,1,nguyễn xí quận bình thạnh thành phố hồ chí minh,"'binh':4A 'chi':9A 'ho':8A 'minh':10A 'nguyen':1A 'pho':7A 'quan':3A 'thanh':5A,6A 'xi':2A"
68,,,,,1,,
69,,,,,1,,
70,,,,,1,,
71,,,768.0,79.0,1,quận phú nhuận thành phố hồ chí minh,'chi':7A 'ho':6A 'minh':8A 'nhuan':3A 'pho':5A 'phu':2A 'quan':1A 'thanh':4A
72,,,,,1,,
73,,,,,1,,
74,,26788.0,761.0,79.0,1,phường đông hưng thuận quận 12 thành phố hồ chí minh,'12':6A 'chi':10A 'dong':2A 'ho':9A 'hung':3A 'minh':11A 'pho':8A 'phuong':1A 'quan':5A 'thanh':7A 'thuan':4A
75,,,4.0,1.0,1,quận long biên thành phố hà nội,'bien':3A 'ha':6A 'long':2A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
76,,,760.0,79.0,1,quận 1 thành phố hồ chí minh,'1':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
77,,26743.0,760.0,79.0,1,lê thánh tôn phường bến thành quận 1 thành phố hồ chí minh,"'1':8A 'ben':5A 'chi':12A 'ho':11A 'le':1A 'minh':13A 'pho':10A 'phuong':4A 'quan':7A 'thanh':2A,6A,9A 'ton':3A"
78,,,760.0,79.0,1,nguyễn trung trực quận 1 thành phố hồ chí minh,'1':5A 'chi':9A 'ho':8A 'minh':10A 'nguyen':1A 'pho':7A 'quan':4A 'thanh':6A 'truc':3A 'trung':2A
79,,,,,1,,
80,,,,,1,,
81,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
82,,,,,1,,
83,,,,,1,,
84,,26812.0,769.0,79.0,1,phường hiệp bình chánh thành phố thủ đức thành phố hồ chí minh,"'binh':3A 'chanh':4A 'chi':12A 'duc':8A 'hiep':2A 'ho':11A 'minh':13A 'pho':6A,10A 'phuong':1A 'thanh':5A,9A 'thu':7A"
85,,26950.0,765.0,79.0,1,nguyễn cửu vân phường 17 quận bình thạnh thành phố hồ chí minh,"'17':5A 'binh':7A 'chi':12A 'cuu':2A 'ho':11A 'minh':13A 'nguyen':1A 'pho':10A 'phuong':4A 'quan':6A 'thanh':8A,9A 'van':3A"
86,,,,,1,,
87,,,,,1,,
88,,,778.0,79.0,1,đào trí quận 7 thành phố hồ chí minh,'7':4A 'chi':8A 'dao':1A 'ho':7A 'minh':9A 'pho':6A 'quan':3A 'thanh':5A 'tri':2A
89,,,440.0,42.0,1,huyện đức thọ tỉnh hà tĩnh,"'duc':2A 'ha':5A 'huyen':1A 'tho':3A 'tinh':4A,6A"
90,,,,,1,,
91,,,,,1,,
92,,27160.0,770.0,79.0,1,điện biên phủ phường 1 quận 3 thành phố hồ chí minh,'1':5A '3':7A 'bien':2A 'chi':11A 'dien':1A 'ho':10A 'minh':12A 'pho':9A 'phu':3A 'phuong':4A 'quan':6A 'thanh':8A
93,,,,,1,,
94,,,771.0,79.0,1,tô hiến thành quận 10 thành phố hồ chí minh,"'10':5A 'chi':9A 'hien':2A 'ho':8A 'minh':10A 'pho':7A 'quan':4A 'thanh':3A,6A 'to':1A"
95,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
96,,,193.0,22.0,1,thành phố hạ long tỉnh quảng ninh,'ha':3A 'long':4A 'ninh':7A 'pho':2A 'quang':6A 'thanh':1A 'tinh':5A
97,,,,,1,,
98,,26755.0,760.0,79.0,1,hồ hảo hớn phường cô giang quận 1 thành phố hồ chí minh,"'1':8A 'chi':12A 'co':5A 'giang':6A 'hao':2A 'ho':1A,11A 'hon':3A 'minh':13A 'pho':10A 'phuong':4A 'quan':7A 'thanh':9A"
99,,26965.0,766.0,79.0,1,phổ quang phường 2 quận tân bình thành phố hồ chí minh,"'2':4A 'binh':7A 'chi':11A 'ho':10A 'minh':12A 'pho':1A,9A 'phuong':3A 'quan':5A 'quang':2A 'tan':6A 'thanh':8A"
100,,,,,1,,
101,,,784.0,79.0,1,đặng thúc vịnh huyện hóc môn thành phố hồ chí minh,'chi':10A 'dang':1A 'ho':9A 'hoc':5A 'huyen':4A 'minh':11A 'mon':6A 'pho':8A 'thanh':7A 'thuc':2A 'vinh':3A
102,,,764.0,79.0,1,dương quảng hàm quận gò vấp thành phố hồ chí minh,'chi':10A 'duong':1A 'go':5A 'ham':3A 'ho':9A 'minh':11A 'pho':8A 'quan':4A 'quang':2A 'thanh':7A 'vap':6A
103,,,,,1,,
104,,,,,1,,
105,,331.0,8.0,1.0,1,phường thịnh liệt quận hoàng mai thành phố hà nội,'ha':9A 'hoang':5A 'liet':3A 'mai':6A 'noi':10A 'pho':8A 'phuong':1A 'quan':4A 'thanh':7A 'thinh':2A
106,,,770.0,79.0,1,trương định quận 3 thành phố hồ chí minh,'3':4A 'chi':8A 'dinh':2A 'ho':7A 'minh':9A 'pho':6A 'quan':3A 'thanh':5A 'truong':1A
107,,,,,1,,
108,,,,,1,,
109,,,,,1,,
110,,,,,1,,
111,,,,,1,,
112,,,2.0,1.0,1,quận hoàn kiếm thành phố hà nội,'ha':6A 'hoan':2A 'kiem':3A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
113,,,,,1,,
114,,,8.0,1.0,1,quận hoàng mai thành phố hà nội,'ha':6A 'hoang':2A 'mai':3A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
115,,,,,1,,
116,,,7.0,1.0,1,quận hai bà trưng thành phố hà nội,'ba':3A 'ha':7A 'hai':2A 'noi':8A 'pho':6A 'quan':1A 'thanh':5A 'trung':4A
117,,,,,1,,
118,,,,,1,,
119,,,,,1,,
120,,,,,1,,
121,,,,,1,,
122,,,,92.0,1,thành phố cần thơ,'can':3A 'pho':2A 'thanh':1A 'tho':4A
123,,31201.0,919.0,92.0,1,phường phú thứ quận cái răng thành phố cần thơ,'cai':5A 'can':9A 'pho':8A 'phu':2A 'phuong':1A 'quan':4A 'rang':6A 'thanh':7A 'tho':10A 'thu':3A
124,,,,1.0,1,thành phố hà nội,'ha':3A 'noi':4A 'pho':2A 'thanh':1A
125,,,,,1,,
126,,,,,1,,
127,,25969.0,725.0,74.0,1,phường bình chuẩn thành phố thuận an tỉnh bình dương,"'an':7A 'binh':2A,9A 'chuan':3A 'duong':10A 'pho':5A 'phuong':1A 'thanh':4A 'thuan':6A 'tinh':8A"
128,,25969.0,725.0,74.0,1,phường bình chuẩn thành phố thuận an tỉnh bình dương,"'an':7A 'binh':2A,9A 'chuan':3A 'duong':10A 'pho':5A 'phuong':1A 'thanh':4A 'thuan':6A 'tinh':8A"
129,,26488.0,742.0,75.0,1,xã phú thạnh huyện nhơn trạch tỉnh đồng nai,'dong':8A 'huyen':4A 'nai':9A 'nhon':5A 'phu':2A 'thanh':3A 'tinh':7A 'trach':6A 'xa':1A
130,,,,,1,,
131,,,,,1,,
132,,,,,1,,
133,,,,,1,,
134,,,,,1,,
135,,,723.0,74.0,1,huyện tân uyên tỉnh bình dương,'binh':5A 'duong':6A 'huyen':1A 'tan':2A 'tinh':4A 'uyen':3A
136,,,,,1,,
137,,,,,1,,
138,,,268.0,1.0,1,quận hà đông thành phố hà nội,"'dong':3A 'ha':2A,6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A"
139,,,,,1,,
140,,,,,1,,
141,,,,,1,,
142,,,,,1,,
143,,,,,1,,
144,,,,,1,,
145,,,,,1,,
146,,,760.0,79.0,1,quận 1 thành phố hồ chí minh,'1':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
147,,,,,1,,
148,,26737.0,760.0,79.0,1,nguyễn thị minh khai phường đa kao quận 1 thành phố hồ chí minh,"'1':9A 'chi':13A 'da':6A 'ho':12A 'kao':7A 'khai':4A 'minh':3A,14A 'nguyen':1A 'pho':11A 'phuong':5A 'quan':8A 'thanh':10A 'thi':2A"
149,,27331.0,774.0,79.0,1,phường 14 quận 5 thành phố hồ chí minh,'14':2A '5':4A 'chi':8A 'ho':7A 'minh':9A 'pho':6A 'phuong':1A 'quan':3A 'thanh':5A
150,,,,,1,,
151,,,268.0,1.0,1,quận hà đông thành phố hà nội,"'dong':3A 'ha':2A,6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A"
152,,626.0,19.0,1.0,1,phường mỹ đình 2 quận nam từ liêm thành phố hà nội,'2':4A 'dinh':3A 'ha':11A 'liem':8A 'my':2A 'nam':6A 'noi':12A 'pho':10A 'phuong':1A 'quan':5A 'thanh':9A 'tu':7A
153,,26920.0,765.0,79.0,1,xô viết nghệ tĩnh phường 25 quận bình thạnh thành phố hồ chí minh,"'25':6A 'binh':8A 'chi':13A 'ho':12A 'minh':14A 'nghe':3A 'pho':11A 'phuong':5A 'quan':7A 'thanh':9A,10A 'tinh':4A 'viet':2A 'xo':1A"
154,,,,,1,,
155,,,,,1,,
156,,,886.0,89.0,1,huyện an phú tỉnh an giang,"'an':2A,5A 'giang':6A 'huyen':1A 'phu':3A 'tinh':4A"
157,,26767.0,761.0,79.0,1,hà huy giáp phường thạnh lộc quận 12 thành phố hồ chí minh,"'12':8A 'chi':12A 'giap':3A 'ha':1A 'ho':11A 'huy':2A 'loc':6A 'minh':13A 'pho':10A 'phuong':4A 'quan':7A 'thanh':5A,9A"
158,,,,,1,,
159,,,,,1,,
160,,,778.0,79.0,1,quận 7 thành phố hồ chí minh,'7':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
161,,,,,1,,
162,,,,,1,,
163,,,773.0,79.0,1,quận 4 thành phố hồ chí minh,'4':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
164,,27049.0,768.0,79.0,1,hồng hà phường 9 quận phú nhuận thành phố hồ chí minh,'9':4A 'chi':11A 'ha':2A 'ho':10A 'hong':1A 'minh':12A 'nhuan':7A 'pho':9A 'phu':6A 'phuong':3A 'quan':5A 'thanh':8A
165,,,,,1,,
166,,26917.0,765.0,79.0,1,chu văn an phường 12 quận bình thạnh thành phố hồ chí minh,"'12':5A 'an':3A 'binh':7A 'chi':12A 'chu':1A 'ho':11A 'minh':13A 'pho':10A 'phuong':4A 'quan':6A 'thanh':8A,9A 'van':2A"
167,,27148.0,770.0,79.0,1,đường số 2 phường 4 quận 3 thành phố hồ chí minh,'2':3A '3':7A '4':5A 'chi':11A 'duong':1A 'ho':10A 'minh':12A 'pho':9A 'phuong':4A 'quan':6A 'so':2A 'thanh':8A
168,,,,,1,,
169,,,6.0,1.0,1,quận đống đa thành phố hà nội,'da':3A 'dong':2A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
170,,27325.0,774.0,79.0,1,trần hưng đạo phường 1 quận 5 thành phố hồ chí minh,'1':5A '5':7A 'chi':11A 'dao':3A 'ho':10A 'hung':2A 'minh':12A 'pho':9A 'phuong':4A 'quan':6A 'thanh':8A 'tran':1A
171,,27049.0,768.0,79.0,1,hồng hà phường 9 quận phú nhuận thành phố hồ chí minh,'9':4A 'chi':11A 'ha':2A 'ho':10A 'hong':1A 'minh':12A 'nhuan':7A 'pho':9A 'phu':6A 'phuong':3A 'quan':5A 'thanh':8A
172,,,,,1,,
173,,,,31.0,1,thành phố hải phòng,'hai':3A 'pho':2A 'phong':4A 'thanh':1A
174,,27481.0,778.0,79.0,1,lê văn lương phường tân quy quận 7 thành phố hồ chí minh,'7':8A 'chi':12A 'ho':11A 'le':1A 'luong':3A 'minh':13A 'pho':10A 'phuong':4A 'quan':7A 'quy':6A 'tan':5A 'thanh':9A 'van':2A
175,,9542.0,268.0,1.0,1,phường văn quán quận hà đông thành phố hà nội,"'dong':6A 'ha':5A,9A 'noi':10A 'pho':8A 'phuong':1A 'quan':3A,4A 'thanh':7A 'van':2A"
176,,,,92.0,1,thành phố cần thơ,'can':3A 'pho':2A 'thanh':1A 'tho':4A
177,,,,,1,,
178,,,6.0,1.0,1,quận đống đa thành phố hà nội,'da':3A 'dong':2A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
179,,,,,1,,
180,,,771.0,79.0,1,thành thái quận 10 thành phố hồ chí minh,"'10':4A 'chi':8A 'ho':7A 'minh':9A 'pho':6A 'quan':3A 'thai':2A 'thanh':1A,5A"
181,,,,,1,,
182,,673.0,20.0,1.0,1,xã ngọc hồi huyện thanh trì thành phố hà nội,"'ha':9A 'hoi':3A 'huyen':4A 'ngoc':2A 'noi':10A 'pho':8A 'thanh':5A,7A 'tri':6A 'xa':1A"
183,,,,,1,,
184,,,,,1,,
185,,,,,1,,
186,,,768.0,79.0,1,nguyễn đình chính quận phú nhuận thành phố hồ chí minh,'chi':10A 'chinh':3A 'dinh':2A 'ho':9A 'minh':11A 'nguyen':1A 'nhuan':6A 'pho':8A 'phu':5A 'quan':4A 'thanh':7A
187,,,,,1,,
188,,,,,1,,
189,,100.0,3.0,1.0,1,phường quảng an quận tây hồ thành phố hà nội,'an':3A 'ha':9A 'ho':6A 'noi':10A 'pho':8A 'phuong':1A 'quan':4A 'quang':2A 'tay':5A 'thanh':7A
190,,,6.0,1.0,1,phố đặng văn ngữ quận đống đa thành phố hà nội,"'da':7A 'dang':2A 'dong':6A 'ha':10A 'ngu':4A 'noi':11A 'pho':1A,9A 'quan':5A 'thanh':8A 'van':3A"
191,,26773.0,761.0,79.0,1,phường thới an quận 12 thành phố hồ chí minh,'12':5A 'an':3A 'chi':9A 'ho':8A 'minh':10A 'pho':7A 'phuong':1A 'quan':4A 'thanh':6A 'thoi':2A
192,,,,,1,,
193,,,773.0,79.0,1,nguyễn khoái quận 4 thành phố hồ chí minh,'4':4A 'chi':8A 'ho':7A 'khoai':2A 'minh':9A 'nguyen':1A 'pho':6A 'quan':3A 'thanh':5A
194,,,8.0,1.0,1,quận hoàng mai thành phố hà nội,'ha':6A 'hoang':2A 'mai':3A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
195,,,,,1,,
196,,,,,1,,
197,,26965.0,766.0,79.0,1,hồng hà phường 2 quận tân bình thành phố hồ chí minh,'2':4A 'binh':7A 'chi':11A 'ha':2A 'ho':10A 'hong':1A 'minh':12A 'pho':9A 'phuong':3A 'quan':5A 'tan':6A 'thanh':8A
198,,,,,1,,
199,,20284.0,494.0,48.0,1,phường mỹ an quận ngũ hành sơn thành phố đà nẵng,'an':3A 'da':10A 'hanh':6A 'my':2A 'nang':11A 'ngu':5A 'pho':9A 'phuong':1A 'quan':4A 'son':7A 'thanh':8A
200,,,,,1,,
201,,,,,1,,
202,,,,,1,,
203,,,,1.0,1,thành phố hà nội,'ha':3A 'noi':4A 'pho':2A 'thanh':1A
204,,,,1.0,1,thành phố hà nội,'ha':3A 'noi':4A 'pho':2A 'thanh':1A
205,,26962.0,765.0,79.0,1,phường 28 quận bình thạnh thành phố hồ chí minh,"'28':2A 'binh':4A 'chi':9A 'ho':8A 'minh':10A 'pho':7A 'phuong':1A 'quan':3A 'thanh':5A,6A"
206,,,767.0,79.0,1,quận tân phú thành phố hồ chí minh,'chi':7A 'ho':6A 'minh':8A 'pho':5A 'phu':3A 'quan':1A 'tan':2A 'thanh':4A
207,,,,,1,,
208,,,,,1,,
209,,27454.0,777.0,79.0,1,phường tân tạo quận bình tân thành phố hồ chí minh,"'binh':5A 'chi':10A 'ho':9A 'minh':11A 'pho':8A 'phuong':1A 'quan':4A 'tan':2A,6A 'tao':3A 'thanh':7A"
210,,,,,1,,
211,,,773.0,79.0,1,bến vân đồn quận 4 thành phố hồ chí minh,'4':5A 'ben':1A 'chi':9A 'don':3A 'ho':8A 'minh':10A 'pho':7A 'quan':4A 'thanh':6A 'van':2A
212,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
213,,,,,1,,
214,,,778.0,79.0,1,phạm hữu lầu quận 7 thành phố hồ chí minh,'7':5A 'chi':9A 'ho':8A 'huu':2A 'lau':3A 'minh':10A 'pham':1A 'pho':7A 'quan':4A 'thanh':6A
215,,,,64.0,1,tỉnh gia lai,'gia':2A 'lai':3A 'tinh':1A
216,,,256.0,27.0,1,thành phố bắc ninh tỉnh bắc ninh,"'bac':3A,6A 'ninh':4A,7A 'pho':2A 'thanh':1A 'tinh':5A"
217,,,,,1,,
218,,,568.0,56.0,1,thành phố nha trang tỉnh khánh hòa,'hoa':7A 'khanh':6A 'nha':3A 'pho':2A 'thanh':1A 'tinh':5A 'trang':4A
219,,22351.0,568.0,56.0,1,phường phương sài thành phố nha trang tỉnh khánh hòa,"'hoa':10A 'khanh':9A 'nha':6A 'pho':5A 'phuong':1A,2A 'sai':3A 'thanh':4A 'tinh':8A 'trang':7A"
220,,,,,1,,
221,,,768.0,79.0,1,phan xích long quận phú nhuận thành phố hồ chí minh,'chi':10A 'ho':9A 'long':3A 'minh':11A 'nhuan':6A 'phan':1A 'pho':8A 'phu':5A 'quan':4A 'thanh':7A 'xich':2A
222,,626.0,19.0,1.0,1,phường mỹ đình 2 quận nam từ liêm thành phố hà nội,'2':4A 'dinh':3A 'ha':11A 'liem':8A 'my':2A 'nam':6A 'noi':12A 'pho':10A 'phuong':1A 'quan':5A 'thanh':9A 'tu':7A
223,,,492.0,48.0,1,quận hải châu thành phố đà nẵng,'chau':3A 'da':6A 'hai':2A 'nang':7A 'pho':5A 'quan':1A 'thanh':4A
224,,,,,1,,
225,,,957.0,95.0,1,huyện phước long tỉnh bạc liêu,'bac':5A 'huyen':1A 'lieu':6A 'long':3A 'phuoc':2A 'tinh':4A
226,,,,,1,,
227,,,776.0,79.0,1,quận 8 thành phố hồ chí minh,'8':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
228,,,,,1,,
229,,,,,1,,
230,,,771.0,79.0,1,quận 10 thành phố hồ chí minh,'10':2A 'chi':6A 'ho':5A 'minh':7A 'pho':4A 'quan':1A 'thanh':3A
231,,,777.0,79.0,1,trương phước phan quận bình tân thành phố hồ chí minh,'binh':5A 'chi':10A 'ho':9A 'minh':11A 'phan':3A 'pho':8A 'phuoc':2A 'quan':4A 'tan':6A 'thanh':7A 'truong':1A
232,,,,,1,,
233,,,5.0,1.0,1,quận cầu giấy thành phố hà nội,'cau':2A 'giay':3A 'ha':6A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
234,,,,,1,,
235,,,,,1,,
236,,,19.0,1.0,1,quận nam từ liêm thành phố hà nội,'ha':7A 'liem':4A 'nam':2A 'noi':8A 'pho':6A 'quan':1A 'thanh':5A 'tu':3A
237,,,8.0,1.0,1,quận hoàng mai thành phố hà nội,'ha':6A 'hoang':2A 'mai':3A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
238,,,8.0,1.0,1,quận hoàng mai thành phố hà nội,'ha':6A 'hoang':2A 'mai':3A 'noi':7A 'pho':5A 'quan':1A 'thanh':4A
